ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ESPACO,ENDERECO,TELEFONE,BAIRRO,CEP,CT_TIPO,CT_DEPADM,INAUGURACAO,ASSENTOS
12,-46409170,-23544924,355030831000036,3550308005264,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,Cora Coralina,,"R. Otelo A. Ribeiro, 113",6557-8004,Guaianases,08461-00,1,1,,
13,-46639659,-23569642,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Gibiteca Municipal Henfil,,"Rua Vergueiro, 1.000",3277-3611,Paraíso,01504-00,1,1,,
14,-46571892,-23535604,355030880000021,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Hans Christian Andersen,,"Av. Celso Garcia, 4.142",2295-3447,Tatuapé,03064-00,1,1,,
15,-46564291,-23476408,355030839000101,3550308005070,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 2,José Mauro de Vasconcelos,,"Pça. Cmte. Eduardo Oliveira, s/n",6242-8196,Parque Edu Chaves,02233-06,1,1,,
16,-46540077,-23571307,355030885000015,3550308005079,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,José Paulo Paes (antigo Vila Formosa),,"Av. Renata, 163",6211-1508,V. Formosa,03377-00,1,1,,
17,-46484327,-23546255,355030805000081,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,Jovina Rocha ÁlvaresPessoa,,"Av. Padre Francisco de Toledo, 331 - Cohab I",6741-7371,Itaquera,03590-12,1,1,,
18,-46533492,-23546748,355030820000011,3550308005078,20,CARRAO,26,ARICANDUVA,Leste,Leste 1,Lenyra Fraccaroli,,"Pça. Haroldo Daltro, 451",2295-2295,Vila Manchester,03444-09,1,1,,
19,-46709218,-23688957,355030879000023,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,Malba Tahan,,"R. Brás Pires Meira, 100",5523-4556,Veleiros,04784-15,1,1,,
20,-46756720,-23617836,355030817000135,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,Marcos Rey  (antigo Campo Limpo),,"Av. Anacã, 92",5845-2572,Jd. Umarizal,05755-09,1,1,,
21,-46672511,-23496869,355030850000006,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,Menotti Del Picchia,,"R. São Romualdo, 382",3966-4814,Limão,02557-06,1,1,,
22,-46648948,-23544333,355030826000098,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Monteiro Lobato,,"R. General Jardim, 485",3256-4122,V. Buarque,01223-01,1,1,,
23,-46626707,-23496576,355030870000015,3550308005063,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Narbal Fontes,,"Av. Cons. Moreira de Barros, 170",6973-4461,Santana,02018-01,1,1,,
24,-46628955,-23572350,355030849000023,3550308005007,49,LIBERDADE,9,SE,Centro,Centro,Ophélia França,,"R. Muniz de Souza, 1.155",3208-1895,Aclimação,01534-00,1,1,,
25,-46740634,-23484700,355030895000104,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,Orígenes Lessa,,"Av. Mutinga, 1.425",3904-2476,Pirituba,05110-00,1,1,,
26,-46592007,-23503463,355030889000098,3550308005034,91,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Pablo Neruda,,Pça. Joaquim José da Nova s/n,6954-2813,Vila Maria,02126-00,1,1,,
27,-46754577,-23406650,355030861000010,3550308005243,62,PERUS,1,PERUS,Norte,Norte 1,Padre José de Anchieta,,"R. Antônio Maia, 651",3917-0751,Perus,05204-11,1,1,,
28,-46572456,-23552253,355030801000118,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,Paulo Sérgio Milliet,,Pça. Ituzaingó s/n,6671-4974,Moóca,03334-02,1,1,,
29,-46580357,-23539338,355030880000121,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Prof. Arnaldo Magalhães Giocomo,,"R. Restinga, 136",2295-0785,Tatuapé,03065-02,1,1,,
30,-46582781,-23581385,355030893000064,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,Ricardo Ramos,,"Pça. Centenário de Vila Prudente, 25",2273-4860,Vila Prudente,03132-05,1,1,,
31,-46548367,-23525329,355030859000118,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,Senhora Leandro Dupré,,"R. Dr. João A. Ribeiro, s/n",2295-9624,Penha,03634-00,1,1,,
32,-46604112,-23481017,355030882000005,3550308005066,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,Sylvia Orthof (antigo Tucuruvi),,"Av. Tucuruvi, 808",6981-6264,Tucuruvi,02276-01,1,1,,
33,-46700520,-23486018,355030829000012,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,Thales Castanho de Andrade,,"R. Arthur Fajardo, 447",3975-7439,Freg. do Ó,02963-00,1,1,,
34,-46420291,-23501443,355030884000193,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,Vicente Paulo Guimarães,,"R. Jaguar, 225",6135-5322,Vila Curuçá,08030-46,1,1,,
35,-46434958,-23553479,355030847000033,3550308005262,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,Vinícius de Morais,,"R. Jardim Tamoio, 1.119 - Itaquera II",6521-6914,Itaquera,08255-01,1,1,,
36,-46638989,-23593062,355030890000059,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Viriato Correa,,"R. Sena Madureira, 298",5573-4017/,V. Mariana,04021-05,1,1,,
37,-46625581,-23599003,355030890000115,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Zalina Rolim,,"R. Corredeira, 26",5573-2606,V. Mariana,04127-14,1,1,,
38,-46610957,-23526216,355030856000009,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Adelpha Figueiredo,,"Pça. Ilo Otani, 146",6694-0013,Canindé,03028-00,2,1,,
39,-46597482,-23550688,355030853000057,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,Affonso Taunay,,"R. Taquari, 549",6292-5126,Moóca,03166-00,2,1,,
40,-46700976,-23481049,355030829000168,3550308005119,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,Afonso Schmidt,,"Av. Elísio T. Leite, 1.470",3975-2305,Vila Cruz das Almas,02801-00,2,1,,
41,-46681575,-23558856,355030862000093,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Alceu Amoroso Lima,,"R. Henrique Schaumann, 777",3082-5023,Pinheiros,05413-02,2,1,,
42,-46592268,-23503619,355030889000098,3550308005034,91,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Álvaresde Azevedo,,Pça. Joaquim José da Nova s/n,6954-3118,Vila Maria,02126-00,2,1,,
43,-46615948,-23612004,355030827000030,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,Amadeu Amaral,,R. José Clóvis Castro s/n,5061-3320,Jardim da Saúde,04290-10,2,1,,
44,-46547401,-23594544,355030872000014,3550308005081,74,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,Aureliano Leite,,"R. Otto Schubart, 196",6211-7716,Parque São Lucas,03238-03,2,1,,
45,-46650864,-23548038,355030826000081,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,BMA - Biblioteca Circulante,,"R. da Consolação, 1.024",3257-8787,Consolação,01302-00,2,1,,
46,-46641222,-23547697,355030866000006,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,BMA - Ônibus Biblioteca,,"R. da Consolação, 94",3241-3459,Consolação,01302-00,2,1,,
47,-46661688,-23590457,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Bosque de Leitura - Ibirapuera,,"Av. Rep?blica do Líbano, 1.151 - Portão 7",3253-2331,Pq. Ibirapuera,04502-00,2,1,,
48,-46574846,-23528840,355030880000052,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Bosque de Leitura - Piqueri,,"Rua Tuiuti, 515",3253-2331,Tatuapé,03081-00,2,1,,
49,-46740634,-23484700,355030895000104,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,Brito Broca,,"Av. Mutinga, 1.425",3904-1444,Pirituba,05110-00,2,1,,
50,-46571682,-23535614,355030880000021,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Cassiano Ricardo,,"Av. Celso Garcia, 4.200",6192-4570,Tatuapé,03064-00,2,1,,
51,-46644849,-23650860,355030838000025,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,Centro Cultural Jabaquara(Jacob Salvador Zveibil),Paulo Duarte,"R. Arsãnio Tavolieri, 45",5011-7445,Jabaquara,04321-03,2,1,,
52,-46639659,-23569642,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo,Biblioteca de Braile,"Rua Vergueiro, 1.000",3277-3611,Paraiso,01504-00,2,1,,
53,-46639659,-23569642,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo,Sergio Milliet,"Rua Vergueiro, 1.000",3277-3611,Paraíso,01504-00,2,1,,
54,-46671440,-23699106,355030858000110,3550308005213,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,CEU Alvarenga,Raquel de Queiroz  ,"Estrada do Alvarenga, 3752  -  Balneário S. Francisco",5672.2540/,Balneário S. Francisco,,2,1,,
55,-46502727,-23570016,355030824000082,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,CEU Aricanduva,Mário Quintana ,"Av. Olga Fadel Abarca, s/n - Av. Aricanduva, alt. 5555 - quadra 280",6723.7556/,Jardim Santa Terezinha,,2,1,,
56,-46773359,-23590523,355030865000001,3550308005238,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,CEU Butantã,Roberto Marinho ,"Av. Eng. Heitor Antonio Eiras Garcia, 1700 J.Esmeralda",3732.4550,Jardim Esmeralda,,2,1,,
57,-46779310,-23637081,355030817000050,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CEU Campo Limpo,João do Rio ,"Av. Carlos Lacerda, 678 - Chácara São Pedro",5843.4837/,Chácara São Pedro,,2,1,,
58,-46744960,-23645117,355030846000283,3550308005228,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,CEU Casa Branca,Patativa do Assaré ,"R. João Damasceno, 85 - Jdim. Casa Blanca",5519.5212,Jardim Casa Blanca,,2,1,,
59,-46703753,-23709836,355030823000169,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CEU Cidade Dutra,Rubem Braga ,"Av. Interlagos, 7.350 - Jdim. São Nicolau",5668.1952,Jardim São Nicolau,,2,1,,
60,-46411435,-23569249,355030825000247,3550308005269,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CEU Inácio Monteiro,Adelaide de Castro Alves Guimarães ,"R. Br. Barroso do Amazonas, s/n -  Prestes Maia",6518.9014,Prestes Maia,,2,1,,
61,-46425439,-23535459,355030896000121,3550308005258,47,LAJEADO,28,GUAIANAZES,Leste,Leste 2,CEU Jambeiro,Eugênia Álvaro Moreyra,"R. Flores do Jambeiro, 61 - Guaianases",6960.2055,Guaianases,,2,1,,
62,-46583212,-23621287,355030868000250,3550308005086,69,SACOMA,13,IPIRANGA,Sul,Sul 1,CEU Meninos,Wally Salomão ,"R. Barbinos, 112 - J. Patente",6945.2543,Jardim Patente,,2,1,,
63,-46660474,-23742691,355030830000293,3550308005304,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CEU Navegantes,Narcisa Amália Campos ,"R. Maria Moassab Barbour, s/n",5976.5544/,Grajaú,,2,1,,
64,-46750433,-23436201,355030842000151,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,CEU Pêra Marmelo,Educador Paulo Freire ,"R. Pãra-Marmelo, 226 - Vila Aurora",3948.3915,Vila Aurora,,2,1,,
65,-46472379,-23509582,355030887000129,3550308005195,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,CEU Parque São Carlos,Barbosa Lima Sobrinho ,"R. Clarear, 141 - Jdim. São Carlos",6145.4255,Jardim São Carlos,,2,1,,
66,-46390308,-23512705,355030836000058,3550308005254,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CEU Parque Veredas,Paulo Leminski ,"R. Daniel Pedro Muller, s/n- Camargo Velho",6563.6249,Camargo Velho,,2,1,,
67,-46686439,-23449553,355030811000174,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CEU Paz,Augusto dos Anjos ,"R. da Paz, s/n",3986.3450,Brasilândia,,2,1,,
68,-46752460,-23405267,355030861000001,3550308005242,62,PERUS,1,PERUS,Norte,Norte 1,CEU Perus,João Antônio ,"R. Bernardo José de Lourena, s/n",39158750 /,Perus,,2,1,,
69,-46500299,-23619962,355030876000182,3550308005209,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,CEU Rosa da China,Juó Bananére ,"R. Clara Petrella, s/n - Jd. São Roberto",6701.2356,Jardim São Roberto,,2,1,,
70,-46448954,-23603032,355030833000070,3550308005274,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,CEU São Mateus,Camilo Pedro dos Reis ,"R. Curumatim, 201 - Pque Boa Esperança",6732.8154,Parque Boa Esperança,,2,1,,
71,-46443635,-23635442,355030875000202,3550308005278,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,CEU São Rafael,Mário Palmério ,"R. Cinira Polônio, 100 - j. Rio Claro",6752.1052/,Jardim Rio Claro,,2,1,,
72,-46679930,-23768351,355030830000600,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CEU Três Lagos,Ana Aurora do Amaral Lisboa ,"Estrada do Barro Branco, s/n - J. Noronha",5976.5661,Jardim Noronha,,2,1,,
73,-46756818,-23480308,355030895000076,3550308005111,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,CEU Vila Atlântica,Maria Benedita Câmara Bormann ,"R. Cel. José Venâncio Dias, 840 - J. Nardini",3901.8744/,Jardim Nardini,,2,1,,
74,-46411341,-23494735,355030884000107,3550308005248,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,CEU Vila Curuçá,João Cabral de Mello Neto ,"Av. Marechal Tito, 3.400 -V. Curuçá",6563.6150,Vila Curuçá,,2,1,,
75,-46604112,-23481017,355030882000005,3550308005066,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,Dinah Silveira de Queirós,,"Av. Tucuruvi, 808",6981-6263,Tucuruvi,02304-00,2,1,,
76,-46700465,-23526665,355030848000003,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,Francisco Patti,,"R. Catão, 611",3672-0456,Lapa,05049-00,2,1,,
77,-46515993,-23600491,355030876000027,3550308005156,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,Gilberto Freyre,,"R. José Joaquim, 290",6103-1811,Sapopemba,03272-00,2,1,,
78,-46548367,-23525329,355030859000118,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,Guilherme de Almeida,,"Largo do Rosário, 20 - 2 andar",2296-6172,Penha,03634-00,2,1,,
79,-46773729,-23632121,355030817000190,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,Helena Silveira,,"João B. Reimão, 146",5841-1259,Campo Limpo,05788-27,2,1,,
80,-46405085,-23536611,355030896000004,3550308005259,47,LAJEADO,28,GUAIANAZES,Leste,Leste 2,Jamil Almansur Haddad,,"R. Andes, 491-A",6557-0067,Guaianases,08440-18,2,1,,
81,-46641869,-23547098,355030866000003,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Mário de Andrade,,"R. da Consolação, 94",3241-3459,Consolação,01302-00,2,1,,
82,-46503765,-23569581,355030804000072,3550308005151,04,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,Milton Santos,,"Av. Aricanduva, 5.777",6726-4882,Jardim Aricanduva,03527-00,2,1,,
83,-46602064,-23587474,355030834000014,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,Ministro Genésio Almeida Moura,,"R. Cisplatina, 505",2273-2390,Ipiranga,04211-04,2,1,,
84,-46619249,-23498019,355030870000042,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Nuto Sant'Anna,,"Pça. Tenório Aguiar, 32",6973-0072,Santana,02044-08,2,1,,
85,-46540077,-23571307,355030885000015,3550308005079,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Paulo Setúbal,,"Av. Renata, 163",6211-1507,Vila Formosa,03377-00,2,1,,
86,-46632029,-23482198,355030851000070,3550308005129,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,Pedro da Silva Nava,,"Av. Eng.Caetano Álvares, 5.903",6973-7293,Mandaqui,02413-10,2,1,,
87,-46484327,-23546256,355030805000081,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,Plínio Ayrosa,,"Av. Padre Francisco de Toledo, 331",6741-0371,Cohab.I Itaquera,03590-12,2,1,,
88,-46708349,-23645678,355030871000035,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Presidente Kennedy,,"Av. João Dias, 822",5687-0513,Santo Amaro,04724-00,2,1,,
89,-46435531,-23494819,355030874000095,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,Raimundo de Menezes,,"Av. Marechal Tito, 916",6297-4053,São Miguel Paulista,08010-09,2,1,,
90,-46480025,-23485919,355030828000102,3550308005139,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,Rubens Borba Morais,,"R. Sampei Sato, 440",6943-5255,Ermelino Matarazzo,03814-00,2,1,,
91,-46448760,-23533051,355030837000015,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,Sérgio Buarque de Holanda,,"R. Augusto C. Baumann, 564",6205-7406,Itaquera,08210-59,2,1,,
92,-46440326,-23549953,355030847000068,3550308005263,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,Vicente de Carvalho,,"R. Guilherme Valãncia, 210",6521-0553,Cohab.II Itaquera,08253-28,2,1,,
93,-46652511,-23551261,355030826000142,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Arquivo do Estado - Biblioteca,,"Rua Voluntários da Pátria, 596",6221-4785,Santana,01307-01,2,2,,
94,-46725327,-23558172,355030812000038,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Biblioteca Central da USP,,Cidade Universitária,818-5360,Cidade Universitária,05508-90,2,2,,
95,-46639188,-23534257,355030869000100,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,CONDEPHAAT - Biblioteca,,"Rua Mauá, 51",3351-8002/,Centro,,2,2,,
96,-46707285,-23651477,355030871000031,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Casa Amarela,,"Praça Floriano Peixoto, 131",5548-1115,Santo Amaro,04751-03,3,1,,
97,-46428812,-23506263,355030884000142,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,CC Chico Mendes,,"Rua Cembira, 1.202",6135-3022,Vila Curuçá,08032-01,3,1,,
98,-46608290,-23615073,355030868000197,3550308005085,27,CURSINO,13,IPIRANGA,Sul,Sul 1,CC Chico Science (Antiga CC do Ipiranga),,"Av. Tancredo Neves, 1.265",6969-7066,Moinho Velho,04287-00,3,1,,
99,-46548367,-23525329,355030859000118,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,CC da Penha,,"Largo do Rosário, 20, 3 andar",2296-6172,Penha,03634-02,3,1,,
100,-46702464,-23710807,355030823000062,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CC de Interlagos,,"Rua Padre José  Garzotti, 545",5669-2765,Cidade Dutra,04806-00,3,1,,
101,-46708298,-23646134,355030871000033,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,CC de Santo Amaro,,"Praça Francisco Ferreira Lopes, 434",5522-8897,Santo Amaro,04751-06,3,1,,
102,-46732152,-23586883,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,CC do Butantã,,"Rua Junta Mizumoto, 13",3742-6218,Jardim Peri-Peri,05537-07,3,1,,
103,-46395003,-23498410,355030836000105,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CC do Itaim Paulista,,"Rua Barão de Alagoas, 340",6963-2742,Itaim Paulista,08120-00,3,1,,
104,-46742412,-23672121,355030846000005,3550308005221,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,CC do M'Boi Mirim,,"Rua Inácio Dias da Silva, s/n",5514-3408,M'Boi Mirim,04913-18,3,1,,
105,-46582109,-23532902,355030880000128,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,CC do Tatuapé,,"Rua Guabiju, 49",2296-4330,Tatuapé,03077-10,3,1,,
106,-46443211,-23552861,355030847000096,3550308005263,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,CC Raul Seixas,,"Rua Murmúrios da Tarde, 211 Parque Raul Seixas Cohab II",6521-6411,Itaquera,08253-58,3,1,,
107,-46698464,-23500929,355030829000047,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CC Salvador Ligabue (Antiga CC da Freguesia do Ó),,"Largo da Matriz, 215",3931-8266,Freguesia do Ó,02925-04,3,1,,
108,-46435533,-23494821,355030874000095,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,CC São Miguel Paulista,,"Av. Marechal Tito, 916",6137-5009/,São Miguel Paulista,08010-09,3,1,,
109,-46644849,-23650860,355030838000025,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,Centro Cultural Jabaquara(Jacob Salvador Zveibil),,"R. Arsãnio Tavolieri, 45",5011-2421,Jabaquara,04321-03,3,1,,
110,-46639659,-23569642,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo,,"Rua Vergueiro, 1.000",3277-3611,Paraíso,,3,1,,
111,-46695620,-23522001,355030848000036,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,Espaço Cultural  Tendal da Lapa,,"Rua Guaicurus, 1.100",3862-1837,Lapa,05033-00,3,1,,
112,-46662400,-23555230,355030826000037,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Galeria da Consolação,,Pass. subterrânea entre Av. Paulista,3151-0639,Consolação,,3,1,,
113,-46638680,-23542815,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Galeria Olido,Espaço Piolim,"Av. São João, 473 - Mezanino",3334-0001,Centro,,3,1,,
114,-46452210,-23537941,355030837000019,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,Alfredo Volpi,,"Rua Vitório Santim, 206",,Itaquera,,3,2,,
115,-46644517,-23570729,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Casa das Rosas - Galeria,,"Av. Paulista, 37",3288-9447,Vila Mariana,,3,2,,
116,-46659498,-23529945,355030869000094,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,Casa Mário de Andrade,,"Rua Lopes Chaves, 546",3666-5803,Barra Funda,,3,2,,
117,-46634177,-23547548,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Nossa Caixa,,"Rua ÁlvaresPenteado, 70, 2 mezanino",3244-6838,Centro,,3,2,,
118,-46639188,-23534281,355030869000100,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Estação Júlio Prestes,,"Rua Mauá, 51",,Bom Retiro,,3,2,,
119,-46650829,-23545666,355030826000081,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Instituto Universitário Maria Antônia,,"Rua Maria Antônia, 294 - 2 andar",3255-5538,Vila Buarque,,3,2,,
120,-46626181,-23532500,355030809000023,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Liceu de Artes e Ofícios,,"Rua da Cantareira, 1.351",3229-0648,Bom Retiro,,3,2,,
121,-46667392,-23525450,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Memorial da América Latina,,"Av. Auro Soares de Moura Andrade, 664",3823-9611,Barra Funda,,3,2,,
122,-46655157,-23586442,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,OCA - Pavilhão Lucas Nogueira Garcez,,"Rua Pedro ÁlvaresCabral, s/n - Portão 2 e 3, Pavilhão Lucas Nogueira",5549-0449,Parque Ibirapuera,,3,2,,
