ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ESPACO,ENDERECO,TELEFONE,BAIRRO,CEP,CT_TIPO,CT_DEPADM,INAUGURACAO,ASSENTOS
14,-46473124,-23509434,355030887000129,3550308005195,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,Barbosa Lima Sobrinho CEU Parque São  Carlos,,"R Clarear, 141 - Jdim. São  Carlos",6145.4255,Jardim São Carlos,,2,1,2003/12/03,
15,-46707708,-23650058,355030871000031,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Belmonte (Temática em Cultura Popular - 04/08/2007),,"R Paulo Eiró, 525",5687-0408,Santo Amaro,04754-01,2,1,1953/01/25,
16,-46610337,-23526021,355030856000018,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Biblioteca Adelpha Figueiredo,,"Pc Ilo Otani, 146",2697-0013,Caninde,03028-00,2,1,1966/10/06,
17,-46639819,-23569854,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Biblioteca de Braile - Centro Cultural São Paulo,,"R Vergueiro, 1.000",3397-4002,Paraíso,01504-00,2,1,1947/04/29,
18,-46651000,-23547665,355030826000081,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,BMA - Biblioteca Circulante,,"R da Consolação, 1.024",3257-8787,Consolação,01302-00,2,1,,
19,-46661688,-23590457,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Bosque de Leitura - Ibirapuera,,"Av Quarto Centenário, 1268 - Portão 7A",,Pq. Ibirapuera,04502-00,2,1,1993/12/12,
20,-46777806,-23413823,355030803000050,3550308005241,03,ANHANGUERA,1,PERUS,Norte,Norte 1,Bosque de Leitura Anhanguera,,"Av Fotunata Tadiello Natucci, 1000 (continuaçao da R Sílvio de Campos)",,Perus,05204-000,2,1,2007/10/14,
21,-46722546,-23506266,355030895000112,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,Bosque de Leitura Cidade de Toronto,,"Av Cardeal Mota, 84",,City América,05101-210,2,1,2009/12/06,
22,-46628193,-23571927,355030849000023,3550308005007,49,LIBERDADE,9,SE,Centro,Centro,Bosque de Leitura da Aclimação,,"R Muniz de Souza, 1119",,Aclimação,01534-001,2,1,,
23,-46633372,-23532059,355030809000012,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Bosque de Leitura da Luz,,"R Ribeiro de Lima, 99 - Parque da Luz",,Luz,,2,1,2006/09/02,
24,-46468298,-23569899,355030857000078,3550308005205,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,Bosque de Leitura do Carmo,,"Av Afonso de Sampaio e Souza, 951",,Parque do Carmo,08270-000,2,1,2006/03/05,
25,-46597536,-23514252,355030886000008,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,Bosque de Leitura Parque do Trote,,"R São Quirino, 905",,Vila Guilherme,,2,1,2011/11/27,
26,-46558427,-23555413,355030885000100,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Bosque de Leitura Parque Esportivo do Trabalhador,,"R Canuto Abreu, s/n",,Tatuapé,,2,1,2011/09/18,
27,-46405010,-23543423,355030896000032,3550308005260,47,LAJEADO,28,GUAIANAZES,Leste,Leste 2,Bosque de Leitura Parque Lajeado,,"R Antônio Thadeu, 74",3675-8096,Lajeado,,2,1,2011/09/25,
28,-46606093,-23467251,355030882000078,3550308005131,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,Bosque de Leitura Parque Lions(Tucuruvi),,"R Alcindo Bueno de Assis, 500",2203-5837,Tucuruvi,,2,1,2010/12/05,
29,-46755863,-23587746,355030865000192,3550308005238,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,Bosque de Leitura Raposo Tavares,,"R Telmo Coelho Filho, 200",3735-1372,Vila Albano,05543-020,2,1,2010/10/07,
30,-46773214,-23658837,355030819000226,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,Bosque de Leitura Santos Dias,,"Estrada de Itapecirica, altura do 4800",,Capão Redondo,05858-000,2,1,2009/12/06,
31,-46739866,-23485379,355030895000104,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,Brito Broca,,"Av Mutinga, 1.425",3904-1444,Pirituba,05110-00,2,1,1965/03/04,
32,-46737742,-23575414,355030812000019,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Camila Cerqueira César,,"R Valdemar Sanches, 41",3731-5210,Butantã,05589-05,2,1,1988/11/06,
33,-46448846,-23602057,355030833000070,3550308005274,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,Camilo Pedro dos Reis - CEU São  Mateus,,"R Curumatim, 201 - Pque Boa Esperança",6732.8154,Parque Boa Esperanþa,,2,1,2003/11/08,
34,-46571487,-23535622,355030880000021,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Cassiano Ricardo (Temática em Música - 10/11/2007),,"Av Celso Garcia, 4.200",2092-4570/2092-9952,Tatuapé,03064-00,2,1,1953/02/03,
35,-46589805,-23630876,355030868000054,3550308005087,69,SACOMA,13,IPIRANGA,Sul,Sul 1,Castro Alves,,"R Abrahao Mussa, s/n",6946-4562,Jd. Patente,04256-19,2,1,1988/11/06,
36,-46710230,-23530192,355030848000024,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,Cecília Meireles,Espaço de Leitura,"R Araçatuba, 522",3834-0004,V. Romana,05058-01,2,1,,
37,-46670054,-23475764,355030813000078,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,Centro Cultural da Juventude Ruth Cardoso,Biblioteca do Centro Cultural da Juventude,"Av Deputado Emílio Carlos, 3641",3984-2466,Vila Nova Cachoeirinha,,2,1,,
38,-46405946,-23593648,355030825000208,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CEU Água Azul,,"Av dos Metal·rgicos, 1262",,Cidade Tiradentes,08471-000,2,1,,
39,-46426398,-23609023,355030833000168,3550308005275,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,CEU Alto Alegre,,"R Bento Guelfi, s/n",2075-1010/12,Jardim Laranjeiras - Iguatemi,08381-001,2,1,,
40,-46456670,-23521371,355030837000065,3550308005199,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,CEU Azul da Cor do Mar,,"Av Ernesto Souza Cruz, 2171",,Cidade Antonio Estevão de Carvalho,08225-380,2,1,,
41,-46635087,-23667750,355030838000207,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CEU Caminho do Mar - Profa. Dulce Salles Cunha Braga,,"Av Engenheiro Armando Arruda de Arruda Pereira, 5241",,Jabaquara,04325-001,2,1,,
42,-46785375,-23648727,355030817000183,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CEU Canto do Amanhecer,,R Prudêncio do Amaral com Av Cantos do Amanhecer,,Jardim Mitsutani,05791-230,2,1,,
43,-46770269,-23673999,355030819000046,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CEU Capãoo Redondo,,R Daniel Gran. s/n,5873-8067/8093/8090,Campo Redondo,05867-380,2,1,,
44,-46793056,-23685496,355030819000209,3550308005295,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CEU Feitiþo da Vila,,"R Feitiþo da Vila, s/n",,ChácaraSanta Maria,05879-000,2,1,,
45,-46523519,-23579684,355030804000061,3550308005153,04,ARICANDUVA,26,ARICANDUVA,Leste,Leste 1,CEU Formosa,,"R Sargento Claudiner Evaristo Dias, s/n",2216-4622,Itaquera,03385-150,2,1,,
46,-46764039,-23696044,355030843000053,3550308005291,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,CEU Guarapiranga,,"Es da Baronesa, 1.120",,Jardim Kagoara,04919-000,2,1,,
47,-46584187,-23456831,355030881000113,3550308005133,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,CEU JacanÒ,,"R Antonio Cezar Neto, 105",,Guapira,02276-000,2,1,,
48,-46741533,-23549684,355030841000025,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,CEU JaguarÛ,,"Av Kenkiti Simomoto, 80",3719-2343/2550,Jaguaré,5347-010,2,1,,
49,-46712942,-23461653,355030829000231,3550308005119,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CEU Jardim Paulistano,,"R Encruzilhada do Sul, S/N",,Freguesia do Ó,02816-010,2,1,,
50,-46400270,-23544116,355030896000087,3550308005260,47,LAJEADO,28,GUAIANAZES,Leste,Leste 2,CEU Lajeado,,"R Manuel da Mota Coutinho, 293",,Lajeado - Zona Leste,08451-420,2,1,,
51,-46727176,-23621728,355030883000210,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,CEU Paraisópolis,,"R Doutor José Augusto Souza e Silva, s/n",3501-5660/5666,Jardim Parque Morumbi,05712-040,2,1,,
52,-46725940,-23827418,355030855000021,3550308005301,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,CEU Parelheiros,,"R José Pedro de Borba, 20",5921-4479,Jardim Novo Parelheiros,04890-090,2,1,,
53,-46786912,-23439933,355030803000010,3550308005307,03,ANHANGUERA,1,PERUS,Norte,Norte 1,CEU Parque Anhanguera,,R Pedro José de Lima. s/n,3911-5274,Jardim Anhanguera,05267-174,2,1,,
54,-46608493,-23643175,355030868000150,3550308005088,69,SACOMA,13,IPIRANGA,Sul,Sul 1,CEU Parque Bristol,,R Professor Arthur Primavesi com R Roudão Eufrázio Leal,,Parque Bristol,04177-070,2,1,,
55,-46495558,-23497842,355030818000142,3550308005138,18,CANGAIBA,21,PENHA,Leste,Leste 1,CEU Quinta do Sol,,Av Luís Imparato com Av Olavo Egídio de Souza Aranha,,Vila Cisper - Penha,03819-160,2,1,,
56,-46493711,-23609058,355030876000170,3550308005209,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,CEU Sapopemba,,R Manuel Quirino de Mattos com R Victoria Marconato Santos,,Jardim Sapopemba,03969-000,2,1,,
57,-46554114,-23517577,355030880000153,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,CEU Tiquatira,,"Av Condessa Elizabeth Robiano com R Kampala, 270",2227-0516,Penha,03704-015,2,1,,
58,-46380995,-23477915,355030844000190,3550308005247,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,CEU Três Pontes,,"R Capachós, s/n",3397-6410,Jardim Célia,08191-330,2,1,,
59,-46788787,-23599953,355030865000066,3550308005239,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,CEU Uirapuru,,"R Nazir Miguel, s/n",3782-3143/3142,Jardim João XXIII,05569-010,2,1,,
60,-46780131,-23735944,355030843000272,3550308005289,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,CEU Vila do Sol,,"Av dos Funcionários Públicos, 369",,Jardim Ângela,04962-000,2,1,,
61,-46696783,-23727241,355030823000082,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CEU Vila Rubi,,"R Domingos Tarroso, 101",,Vila Rubi,04823-090,2,1,,
62,-46622978,-23583106,355030890000113,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Chácara do Castelo,,"R Brás Lourenço, 333",5573-4929,Jd. da Glória,04113-110,2,1,,
63,-46700701,-23534976,355030848000044,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,Clarice Lispector,,"R Jaricunas, 458",3672-1423,Vila Ipojuca,05053-07,2,1,1956/09/07,
64,-46409366,-23544176,355030831000058,3550308005264,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,Cora Coralina,,"R Otelo A. Ribeiro, 113",2557-8004,Guaianases,08461-00,2,1,1966/05/21,
65,-46750160,-23436026,355030842000151,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,Educador Paulo Freire - CEU Pera-Marmelo,,"R Pera-Marmelo, 226 - Vila Aurora",3948.3915,Vila Aurora,,2,1,2003/11/13,
66,-46715423,-23444501,355030842000143,3550308005188,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,Érico Verissimo,,"R Diógenes Dourado, 101",3972-0450,Parada Taipas,02815-14,2,1,1986/09/15,
67,-46662568,-23593772,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Espaço Sapucaia - Biblioteca,,"Av IV Centenário, 1268, Portão 7 A",5572-1004,Parque Ibirapuera,,2,1,,
68,-46422158,-23538759,355030896000121,3550308005258,47,LAJEADO,28,GUAIANAZES,Leste,Leste 2,Eugênia Alvaro Moreyra - CEU Jambeiro,,"R Flores do Jambeiro, 61 - Guaianases",6960.2055,Guaianases,,2,1,2003/08/01,
69,-46639819,-23569854,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Gibiteca Municipal Henfil - Centro Cultural SãoPaulo,,"R Vergueiro, 1.000",3397-4002,Paraíso,01504-00,2,1,1991/05/03,
70,-46516378,-23600642,355030876000027,3550308005156,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,Gilberto Freyre,,"R José Joaquim, 290",6103-1811,Sapopemba,03272-00,2,1,1988/08/27,
71,-46571838,-23535770,355030880000021,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Hans Christian Andersen (Temática em Contos de Fadas - 10/11/2007),,"Av Celso Garcia, 4.142",2295-3447,Tatuapé,03064-00,2,1,1952/07/09,
72,-46773759,-23632478,355030817000190,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,Helena Silveira,,"R Dr João B. Reimão, 146",5841-1259,Campo Limpo,05788-27,2,1,1988/11/05,
73,-46409426,-23537006,355030896000005,3550308005259,47,LAJEADO,28,GUAIANAZES,Leste,Leste 2,Jamil Almansur Haddad,,"R Andes, 491-A",6557-0067,Guaianases,08440-18,2,1,1991/04/06,
74,-46751120,-23405480,355030861000001,3550308005242,62,PERUS,1,PERUS,Norte,Norte 1,João Antônio - CEU Perus,,"R Bernardo José de Lourena, s/n",39158750 /,Perus,,2,1,2003/08/25,
75,-46411873,-23494830,355030884000107,3550308005248,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,João Cabral de Mello Neto - CEU Vila Curuþß,,"Av Marechal Tito, 3.400 -V. Curucá",6563.6150,Vila Curuçá,,2,1,2003/11/28,
76,-46778916,-23636461,355030817000050,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,João do Rio - CEU Campo Limpo,,"Av Carlos Lacerda, 678 - Chácara São Pedro",5843.4837/,Chácara São Pedro,,2,1,2004/04/17,
77,-46564291,-23476408,355030839000101,3550308005070,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 2,José Mauro de Vasconcelos,,"Pc Cmte. Eduardo Oliveira, s/n",6242-8196,Parque Edu Chaves,02233-06,2,1,1991/09/06,
78,-46484356,-23545981,355030805000081,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,Jovina Rocha Alvares  Pessoa,,"Av Padre Francisco de Toledo, 331 - Cohab I",6741-7371,Itaquera,03590-12,2,1,1982/01/24,
79,-46500175,-23620945,355030876000182,3550308005209,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,Juo Bananere - CEU Rosa da China,,"R Clara Petrella, s/n - Jd. São  Roberto",6701.2356,Jardim São Roberto,,2,1,2003/08/10,
80,-46531415,-23546408,355030820000011,3550308005078,20,CARRAO,26,ARICANDUVA,Leste,Leste 1,Lenyra Fraccaroli,,"Pc Haroldo Daltro, 451",2295-2295,Vila Manchester,03444-09,2,1,1956/09/07,
81,-46708923,-23688985,355030879000023,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,Malba Tahan,,"R Brás Pires Meira, 100",5523-4556,Veleiros,04784-15,2,1,,
82,-46756851,-23617253,355030817000135,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,Marcos Rey,,"Av Anacê, 92",5845-2572,Jd. Umarizal,05755-09,2,1,1981/07/12,
83,-46762338,-23480897,355030895000109,3550308005111,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,Maria Benedita Camara Bormann - CEU Vila AtlÔntica,,"R Cel. José Venâncio Dias, 840 - J. Nardini",3901.8744/,Jardim Nardini,,2,1,2003/10/12,
84,-46641586,-23546742,355030866000003,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Mario de Andrade,,"R da Consolação, 94",3241-3459,Consolação,01302-00,2,1,1925/02/25,
85,-46641586,-23546742,355030866000003,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Mario de Andrade,,"Rua Braúlio Gomes, 125/139",3775-1402,Consolação,01047-020,2,1,1925/02/25,
86,-46456020,-23619922,355030875000154,3550308005277,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,Mario Palmério - CEU São  Rafael,,"R Cinira Polônio, 100 - j. Rio Claro",6752.1052/,Jardim Rio Claro,,2,1,2004/03/28,
87,-46502752,-23570147,355030824000082,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Mario Quintana - CEU Aricanduva,,"Av Olga Fadel Abarca, s/n - Av Aricanduva, alt. 5555 - quadra 280",6723.7556/,Jardim Santa Terezinha,,2,1,2003/09/07,
88,-46699938,-23526128,355030848000104,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,Mario Schenberg (Temática em Ciências - inaug. 08-04-2008),,"R Catão, 611",3672-0456,Lapa,05049-00,2,1,1966/11/26,
89,-46672574,-23496621,355030850000006,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,Menotti Del Picchia,,"R São  Romualdo, 382",3966-4814,Limao,02557-06,2,1,1992/09/25,
90,-46503135,-23569836,355030824000082,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Milton Santos,,"Av Aricanduva, 5.777",6726-4882,Jardim Aricanduva,03527-00,2,1,2001/11/21,
91,-46626935,-23496265,355030870000015,3550308005063,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Narbal Fontes,,"Av Cons. Moreira de Barros, 170",6973-4461,Santana,02018-01,2,1,1954/03/27,
92,-46659963,-23743504,355030830000293,3550308005304,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,Narcisa Amélia Campos - CEU Navegantes,,"R Maria Moassab Barbour, s/n",5976.5544/,Grajaú,,2,1,2003/12/12,
93,-46619105,-23497985,355030870000042,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Nuto Sant'Anna,,"Pc Tenório Aguiar, 32",6973-0072,Santana,02044-08,2,1,1957/02/07,
94,-46754380,-23406715,355030861000010,3550308005243,62,PERUS,1,PERUS,Norte,Norte 1,Padre José de Anchieta,,"R Antônio Maia, 651",3917-0751,Perus,05204-11,2,1,1966/09/03,
95,-46743812,-23646141,355030846000282,3550308005228,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,Patativa do Assare - CEU Casa Branca,,"R João Damasceno, 85 - Jdim. Casa Blanca",5519.5212,Jardim Casa Blanca,,2,1,2004/06/27,
96,-46644370,-23650361,355030838000025,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,Paulo Duarte,Temática de Estudos Afro-Brasileiro,"R Arsênio Tavolieri, 45",5011-7445,Jabaquara,04321-03,2,1,1980/07/12,
97,-46389472,-23512761,355030836000285,3550308005254,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,Paulo Leminski - CEU Parque Veredas,,"R Daniel Pedro Muller, s/n- Camargo Velho",6563.6249,Camargo Velho,,2,1,2003/09/15,
98,-46572442,-23552249,355030801000118,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,Paulo Sergio Milliet,,Pça. Ituzaingás s/n,6671-4974,Mooca,03334-02,2,1,1956/09/07,
99,-46539860,-23571300,355030885000015,3550308005079,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Paulo Set·bal,,"Av Renata, 163",6211-1507,Vila Formosa,03377-00,2,1,1966/10/07,
100,-46632029,-23482198,355030851000070,3550308005129,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,Pedro da Silva Nava,,"Av Eng.Caetano Álvares , 5.903",6973-7293,Mandaqui,02413-10,2,1,1988/12/17,
101,-46406980,-23563494,355030825000001,3550308005269,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,Ponto  de Leitura Juscelino Kubitschek,,"R Inácio Monteiro, 55",2556-3036,Cidade Tiradentes,08470-000,2,1,2006/07/17,
102,-46732150,-23586791,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Ponto de Leitura - Casa de Cultura do Butantã,,"R Junta Mizumoto, 13",3742-6218,Jardim Peri-Peri,,2,1,,
103,-46398670,-23600400,355030825000286,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,Ponto de Leitura André Vital,,"Av dos Metal·rgicos, 2255",2282-2562,Cidade Tiradentes,08470-000,2,1,2006/07/17,
104,-46691338,-23735413,355030830000284,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,Ponto de Leitura Graciliano Ramos,Calcadão Cultural do Grajaú,"R  Prof. Oscar Barreto Filho, 252",3496-9638,Parque América,,2,1,2009/06/21,
105,-46448832,-23487111,355030874000134,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,Ponto de Leitura Jardim Lapenna,,"R Serra da Juruoca, s/n - Jardim Lapenna - São  Miguel Paulista",2297-3532,Jardim Lapenna,,2,1,2009/06/16,
106,-46638595,-23542981,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Ponto de Leitura Olido,,"Av São  João, 473",3397-0176,Centro,01035-000,2,1,2008/08/22,
107,-46574846,-23528840,355030880000052,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Ponto de Leitura Parque do Piqueri,,"R Tuiuti, 515",,Tatuapé,,2,1,,
108,-46403566,-23574617,355030825000246,3550308005269,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,Ponto de Leitura Parque do Rodeio,,"R Igarapé da Bela Aurora, s/n",2555-4655,Cidade Tiradentes,08472-200,2,1,2006/09/30,
109,-46772646,-23686171,355030843000127,3550308005292,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,Ponto de Leitura Pc do Bambuzal,,"R da Colônia Nova, s/n",5833-3567,Jardim Ângela,05871-270,2,1,2008/09/27,
110,-46471438,-23617641,355030875000079,3550308005212,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,Ponto de Leitura São Mateus ( Inaug. 16-12-10),,"R Fortaleza de Itapema, 268",2219-1718,Jardim Vera Cruz,,2,1,,
111,-46396817,-23497718,355030836000105,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,Ponto de Leitura Severino do Ramo (Inaug. 01-07-11),,"R Barão de Alagoas, 340",2936-2742,Itaim Paulista,,2,1,,
112,-46795107,-23429424,355030803000017,3550308005241,03,ANHANGUERA,1,PERUS,Norte,Norte 1,Ponto de Leitura União dos Moradores do Parque Anhanguera,,"R Amadeo Caego Monteiro, 209",3911-3394/3911-3048,Parque Anhanguera,05271-000,2,1,2008/05/30,
113,-46421108,-23491390,355030844000181,3550308005246,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,Ponto de Leitura Vila Mara,,"R Conceicão do Almeida, 170",2586-2526,Jardim Helena,08081-370,2,1,2008/10/16,
114,-46708281,-23644593,355030871000035,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Prestes Maia,,"Av João Dias, 822",5687-0513,Santo Amaro,04724-00,2,1,1965/04/04,
115,-46580357,-23539338,355030880000121,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Prof. Arnaldo MagalhÒes Gißcomo,,"R Restinga, 136",2295-0785,Tatuapé,03065-020,2,1,,
