ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ESPACO,ENDERECO,TELEFONE,BAIRRO,CEP,CT_TIPO,CT_DEPADM,INAUGURACAO,ASSENTOS
32,-46456481,-23521117,355030837000065,3550308005199,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,CEU Azul da Cor do Mar,,"Av Ernesto Souza Cruz, 2171",,Cidade Antônio Estevão de Carvalho,08225-380,2,1,,
33,-46785335,-23648416,355030817000183,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CEU Canto do Amanhecer,,R Prudêncio do Amaral com Av Cantos do Amanhecer,,Jardim Mitsutani,05791-230,2,1,,
34,-46799296,-23686654,355030819000209,3550308005295,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CEU Feitiço da Vila,,"Rua Feitiço da Vila, s/nº",,Chácara Santa Maria,05879-000,2,1,,
35,-46764028,-23695899,355030843000053,3550308005291,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,CEU Guarapiranga,,"Es da Baronesa, 1.120",,Jardim Kagoara,04919-000,2,1,,
36,-46583660,-23456529,355030881000113,3550308005133,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,CEU Jacanã,,"Rua Antonio Cezar Neto, 105",,Guapira,02276-000,2,1,,
37,-46704432,-23461162,355030829000231,3550308005119,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CEU Jardim Paulistano,,"R Encruzilhada do Sul, S/N",,Freguesia do Ó,02816-010,2,1,,
38,-46400011,-23543723,355030896000087,3550308005260,47,LAJEADO,28,GUAIANAZES,Leste,Leste 2,CEU Lajeado,,"R Manuel da Mota Coutinho, 293",,Lajeado - Zona Leste,08451-420,2,1,,
39,-46495556,-23497791,355030818000142,3550308005138,18,CANGAIBA,21,PENHA,Leste,Leste 1,CEU Quinta do Sol,,Av Luís Imparato com Av Olavo Egídio de Souza Aranha,,Vila Cisper - Penha,03819-160,2,1,,
40,-46493162,-23609105,355030876000170,3550308005209,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,CEU Sapopemba,,R Manuel Quirino de Mattos com R Victoria Marconato Santos,,Jardim Sapopemba,03969-000,2,1,,
41,-46380748,-23477615,355030844000190,3550308005247,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,CEU Três Pontes,,"Rua Capachós, s/nº ",3397-6410,Jardim Célia,08191-330,2,1,,
42,-46779965,-23734886,355030843000272,3550308005289,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,CEU Vila do Sol,,"Av dos Funcionários Públicos, 369",,Jardim Angêla,04962-000,2,1,,
43,-46696745,-23727619,355030823000082,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CEU Vila Rubi,,"Rua Domingos Tarroso, 101",,Vila Rubi,04823-090,2,1,,
44,-46700701,-23534976,355030848000044,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,Clarice Lispector,,"R Jaricunas, 458",3672-1423,Vila Ipojuca,05053-07,2,1,1956/09/07,
45,-46409366,-23544176,355030831000058,3550308005264,31,GUAIANASES,28,GUAIANAZES,Leste,Leste 2,Cora Coralina,,"R Otelo A. Ribeiro, 113",6557-8004,Guaianases,08461-00,2,1,1966/05/21,
46,-46749850,-23436165,355030842000151,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,Educador Paulo Freire - CEU Pera-Marmelo,,"R Pera-Marmelo, 226 - Vila Aurora",3948.3915,Vila Aurora,,2,1,2003/11/13,
47,-46715423,-23444501,355030842000143,3550308005188,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,Érico Verissimo,,"R Diógenes Dourado, 101",3972-0450,Parada Taipas,02815-14,2,1,1986/09/15,
48,-46662568,-23593772,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Espaço Sapucaia - Biblioteca,,"Av IV Centenário, 1268, Portão 7 A",5572-1004,Parque Ibirapuera,,2,1,2008/05/08,
49,-46422569,-23538130,355030896000121,3550308005258,47,LAJEADO,28,GUAIANAZES,Leste,Leste 2,Eugênia Alvaro Moreyra - CEU Jambeiro,,"R Flores do Jambeiro, 61 - Guaianases",6960.2055,Guaianases,,2,1,2003/08/01,
50,-46639819,-23569854,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Gibiteca Municipal Henfil - Centro Cultural São Paulo,,"R Vergueiro, 1.000",3277-3611,Paraíso,01504-00,2,1,1991/05/03,
51,-46516378,-23600642,355030876000027,3550308005156,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,Gilberto Freyre,,"R José Joaquim, 290",6103-1811,Sapopemba,03272-00,2,1,1988/08/27,
52,-46571838,-23535770,355030880000021,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Hans Christian Andersen (Temática em Contos de Fadas - 10/11/2007),,"Av Celso Garcia, 4.142",2295-3447,Tatuapé,03064-00,2,1,1952/07/09,
53,-46773759,-23632478,355030817000190,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,Helena Silveira,,"R Dr João B. Reimao, 146",5841-1259,Campo Limpo,05788-27,2,1,1988/11/05,
54,-46409426,-23537006,355030896000005,3550308005259,47,LAJEADO,28,GUAIANAZES,Leste,Leste 2,Jamil Almansur Haddad,,"R Andes, 491-A",6557-0067,Guaianases,08440-18,2,1,1991/04/06,
55,-46751949,-23405578,355030861000001,3550308005242,62,PERUS,1,PERUS,Norte,Norte 1,João Antônio - CEU Perus,,"R Bernardo José de Lourena, s/n",39158750 /,Perus,,2,1,2003/08/25,
56,-46411810,-23494879,355030884000107,3550308005248,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,João Cabral de Mello Neto - CEU Vila Curuçá,,"Av Marechal Tito, 3.400 -V. Curucá",6563.6150,Vila Cauruçá,,2,1,2003/11/28,
57,-46779310,-23637081,355030817000050,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,João do Rio - CEU Campo Limpo,,"Av Carlos Lacerda, 678 - Chácara São  Pedro",5843.4837/,Chácara São  Pedro,,2,1,2004/04/17,
58,-46564291,-23476408,355030839000101,3550308005070,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 2,José Mauro de Vasconcelos,,"Pc Cmte. Eduardo Oliveira, s/n",6242-8196,Parque Edu Chaves,02233-06,2,1,1991/09/06,
59,-46539860,-23571300,355030885000015,3550308005079,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,José Paulo Paes,,"Av Renata, 163",6211-1508,V. Formosa,03377-00,2,1,1971/12/17,
60,-46484356,-23545981,355030805000081,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,Jovina Rocha Alvares  Pessoa,,"Av Padre Francisco de Toledo, 331 - Cohab I",6741-7371,Itaquera,03590-12,2,1,1982/01/24,
61,-46500383,-23621335,355030876000182,3550308005209,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,Juo Bananere - CEU Rosa da China,,"R Clara Petrella, s/n - Jd. São  Roberto",6701.2356,Jardim São  Roberto,,2,1,2003/08/10,
62,-46531415,-23546408,355030820000011,3550308005078,20,CARRAO,26,ARICANDUVA,Leste,Leste 1,Lenyra Fraccaroli,,"Pc Haroldo Daltro, 451",2295-2295,Vila Manchester,03444-09,2,1,1956/09/07,
63,-46756851,-23617253,355030817000135,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,Marcos Rey,,"Av. Anacé, 92",5845-2572,Jd. Umarizal,05755-09,2,1,1981/07/12,
64,-46761972,-23480180,355030895000109,3550308005111,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,Maria Benedita Camara Bormann - CEU Vila Atlântica,,"R Cel. José Venâncio Dias, 840 - J. Nardini",3901.8744/,Jardim Nardini,,2,1,2003/10/12,
65,-46641586,-23546742,355030866000003,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Mario de Andrade,,"R da Consolação, 94",3241-3459,Consolação,01302-00,2,1,1925/02/25,
66,-46456154,-23619541,355030875000154,3550308005277,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,Mario Palmério - CEU São  Rafael,,"R Cinira Polônio, 100 - j. Rio Claro",6752.1052/,Jardim Rio Claro,,2,1,2004/03/28,
67,-46502727,-23570016,355030824000082,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Mario Quintana - CEU Aricanduva,,"Av Olga Fadel Abarca, s/n - Av Aricanduva, alt. 5555 - quadra 280",6723.7556/,Jardim Santa Terezinha,,2,1,2003/09/07,
68,-46699938,-23526128,355030848000104,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,Mario Schenberg (Temática em Ciências),,"R Catão, 611",3672-0456,Lapa,05049-00,2,1,1966/11/26,
69,-46672574,-23496621,355030850000006,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,Menotti Del Picchia,,"R São  Romualdo, 382",3966-4814,Limão,02557-06,2,1,1992/09/25,
70,-46503135,-23569836,355030824000082,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,Milton Santos,,"Av Aricanduva, 5.777",6726-4882,Jardim Aricanduva,03527-00,2,1,2001/11/21,
71,-46626935,-23496265,355030870000015,3550308005063,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Narbal Fontes,,"Av Cons. Moreira de Barros, 170",6973-4461,Santana,02018-01,2,1,1954/03/27,
72,-46660064,-23742928,355030830000293,3550308005304,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,Narcisa Amália Campos - CEU Navegantes,,"R Maria Moassab Barbour, s/n",5976.5544/,Grajaú,,2,1,2003/12/12,
73,-46619105,-23497985,355030870000042,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Nuto Sant'Anna,,"Pç. Tenório Aguiar, 32",6973-0072,Santana,02044-08,2,1,1957/02/07,
74,-46754380,-23406715,355030861000010,3550308005243,62,PERUS,1,PERUS,Norte,Norte 1,Padre José de Anchieta,,"R Antônio Maia, 651",3917-0751,Perus,05204-11,2,1,1966/09/03,
75,-46744029,-23645847,355030846000282,3550308005228,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,Patativa do Assare - CEU Casa Branca,,"R João Damasceno, 85 - Jdim. Casa Blanca",5519.5212,Jardim Casa Blanca,,2,1,2004/06/27,
76,-46644370,-23650361,355030838000025,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,Paulo Duarte,,"R ArSénio Tavolieri, 45",5011-7445,Jabaquara,04321-03,2,1,1980/07/12,
77,-46389493,-23512633,355030836000285,3550308005254,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,Paulo Leminski - CEU Parque Veredas,,"R Daniel Pedro Muller, s/n- Camargo Velho",6563.6249,Camargo Velho,,2,1,2003/09/15,
78,-46572442,-23552249,355030801000118,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,Paulo Sergio Milliet,,Pc Ituzaingo s/n,6671-4974,Mooca,03334-02,2,1,1956/09/07,
79,-46539860,-23571300,355030885000015,3550308005079,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Paulo Setúbal,,"Av Renata, 163",6211-1507,Vila Formosa,03377-00,2,1,1966/10/07,
80,-46632029,-23482198,355030851000070,3550308005129,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,Pedro da Silva Nava,,"Av Eng.Caetano Álvares , 5.903",6973-7293,Mandaqui,02413-10,2,1,1988/12/17,
81,-46398670,-23600400,355030825000286,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,Ponto de Leitura Andre Vital,,"Av dos Metalúrgicos, 2255",2282-2562,Cidade Tiradentes,08470-000,2,1,2006/07/17,
82,-46723624,-23828021,355030855000021,3550308005301,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,Ponto de Leitura Carolina Maria de Jesus,,"R Terezinha do Prado Oliveira, 119",5921-3665,Parelheiros,04890-090,2,1,2008/06/20,
83,-46691338,-23735413,355030830000284,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,Ponto de Leitura Graciliano Ramos,Calcadão Cultural do Grajaú,"R  Prof. Oscar Barreto Filho, 252",3496-9638,Parque América,,2,1,,
84,-46448832,-23487111,355030874000134,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,Ponto de Leitura Jardim Lapenna,,"R Serra da Juruoca, s/n - Jardim Lapenna - São  Miguel Paulista",2297-3532,Jardim Lapenna,,2,1,2009/06/16,
85,-46638595,-23542981,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Ponto de Leitura Olido,,"Av São  João, 473",3397-0176,Centro,01035-000,2,1,2008/08/22,
86,-46403566,-23574617,355030825000246,3550308005269,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,Ponto de Leitura Parque do Rodeio,,"R Igarape da Bela Aurora, s/n",2555-4655,Cidade Tiradentes,08472-200,2,1,2006/09/30,
87,-46772646,-23686171,355030843000127,3550308005292,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,Ponto de Leitura Pc do Bambuzal,,"R da Colonia Nova, s/n",5833-3567,Jardim Ângela,05871-270,2,1,2008/09/27,
88,-46795107,-23429424,355030803000017,3550308005241,03,ANHANGUERA,1,PERUS,Norte,Norte 1,Ponto de Leitura Uniao dos Moradores do Parque Anhanguera,,"R Amadeo Caego Monteiro, 209",3911-3394/3911-3048,Parque Anhanguera,05271-000,2,1,2008/05/30,
89,-46421108,-23491390,355030844000181,3550308005246,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,Ponto de Leitura Vila Mara,,"R Conceicao do Almeida, 170",2586-2526,Jardim Helena,08081-370,2,1,2008/10/16,
90,-46708350,-23644396,355030871000035,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Prestes Maia,,"Av João Dias, 822",5687-0513,Santo Amaro,04724-00,2,1,1965/04/04,
91,-46436929,-23494790,355030874000094,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,Raimundo de Menezes,,"Av Marechal Tito, 916",6297-4053,São  Miguel Paulista,08010-09,2,1,1980/07/12,
92,-46643835,-23704186,355030858000062,3550308005213,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,Raquel de Queiroz - CEU Alvarenga,,"Es do Alvarenga, 3752  -  Balneario S. Francisco",5672.2540/,Balneário S. Francisco,,2,1,2003/12/09,
93,-46628364,-23572076,355030849000023,3550308005007,49,LIBERDADE,9,SE,Centro,Centro,Raul Bopp (Temática em Meio Ambiente),,"R Muniz de Souza, 1.155",3208-1895,Aclimação,01534-00,2,1,1961/02/21,
94,-46582781,-23581385,355030893000064,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,Ricardo Ramos,,"Pc Centenário de Vila Prudente, 25",2273-4860,Vila Prudente,03132-05,2,1,1956/09/07,
95,-46750718,-23581705,355030867000108,3550308005183,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,Roberto Marinho - CEU Butantã,,"Av Eng. Heitor Antônio Eiras Garcia, 1700 J.Esmeralda",3732.4550,Jardim Esmeralda,,2,1,2003/09/27,
96,-46601924,-23587138,355030834000013,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,Roberto Santos (Temática em Cinema),,"R Cisplatina, 505",2273-2390,Ipiranga,04211-04,2,1,1965/04/03,
97,-46703901,-23709975,355030823000169,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,Rubem Braga - CEU Cidade Dutra,,"Av Interlagos, 7.350 - Jdim. São  Nicolau",5668.1952,Jardim São  Nicolau,,2,1,2003/08/30,
98,-46480025,-23485919,355030828000102,3550308005139,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,Rubens Borba Morais,,"R Sampei Sato, 440",6943-5255,Ermelino Matarazzo,03814-00,2,1,1990/05/19,
99,-46448760,-23533051,355030837000015,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,Sergio Buarque de Holanda,,"R Augusto C. Baumann, 564",6205-7406,Itaquera,08210-59,2,1,1981/01/25,
100,-46639819,-23569854,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Sergio Milliet (Inclui a Bibl. Alfredo Volpi (março/1983 - denom. Set/1996) e Discoteca Oneyda Alvar,,"R Vergueiro, 1.000",3277-3611,Paraíso,01504-00,2,1,1983/03,
101,-46604055,-23481163,355030882000005,3550308005066,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,Sylvia Orthof,,"Av Tucuruvi, 808",6981-6264,Tucuruvi,02276-01,2,1,1981/07/12,
102,-46700520,-23486018,355030829000012,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,Thales Castanho de Andrade,,"R Arthur Fajardo, 447",3975-7439,Freg. do Ó,02963-00,2,1,1965/04/16,
103,-46439929,-23549538,355030847000037,3550308005263,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,Vicente de Carvalho,,"R Guilherme Valência, 210",6521-0553,Cohab.II Itaquera,08253-28,2,1,1985/05/10,
104,-46420306,-23501251,355030884000193,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,Vicente Paulo Guimarães,,"R Jaguar, 225",6135-5322,Vila Curuçá,08030-46,2,1,1990/02/21,
105,-46435405,-23553200,355030847000033,3550308005262,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,Vinicius de Morais,,"R Jardim Tamoio, 1.119 - Itaquera II",6521-6914,Itaquera,08255-01,2,1,1984/05/10,
106,-46638237,-23592741,355030890000029,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Viriato Correa (Temática em Literatura Fantástica),,"R Sena Madureira, 298",5573-4017/,V. Mariana,04021-05,2,1,1952/07/25,
107,-46584238,-23621136,355030868000250,3550308005086,69,SACOMA,13,IPIRANGA,Sul,Sul 1,Wally Salomão - CEU Meninos,,"R Barbinos, 112 - J. Patente",6945.2543,Jardim Patente,,2,1,2003/10/28,
108,-46773214,-23658837,355030819000226,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,Bosque de Leitura Santos Dias,,"Estrada de Itapecirica, altura do 4800",,Capão Redondo,,2,1,,
109,-46722546,-23506266,355030895000112,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,Bosque de Leitura Cidade de Toronto,,"Av. Cardeal Mota, 84",,City América,,2,1,,
110,-46426372,-23609045,355030833000168,3550308005275,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,CEU Alto Alegre,,"Rua Bento Guelfi, s/n",2075-1010/12,Jardim Laranjeiras - Iguatemi,08381-001,2,1,,
111,-46635117,-23667675,355030838000207,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CEU Caminho do Mar - Profa. Dulce Salles Cunha Braga,,"Av. Engenheiro Armando Arruda de Arruda Pereira, 5241",,Jabaquara,04325-001,2,1,,
112,-46768045,-23673299,355030819000046,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CEU Capão Redondo,,Rua Daniel Gran. s/n,5873-8067/8093/8090,Campo Redondo,05867-380,2,1,,
113,-46741933,-23549423,355030841000025,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,CEU Jaguarê,,"Avenida Kenkiti Simomoto, 80",3719-2343/2550,JÁguaré,5347-010,2,1,,
114,-46728055,-23620603,355030883000210,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,CEU Paraisópolis,,"Rua Doutor José Augusto Souza e Silva, s/n",3501-5660/5666,Jardim Parque Morumbi,05712-040,2,1,,
