ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ESPACO,ENDERECO,TELEFONE,BAIRRO,CEP,CT_TIPO,CT_DEPADM,INAUGURACAO,ASSENTOS,,,,
78,-46708298,-23646134,355030871000033,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,CC de Santo Amaro,,Praça Francisco Ferreira Lopes 434,5522-8897,Santo Amaro,04751-06,3,1
79,-46732208,-23586791,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,CC do Butantã,,Rua Junta Mizumoto 13,3742-6218,Jardim Peri-Peri,05537-07,3,1
80,-46662293,-23555336,355030826000037,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Galeria da Consolação,,Pass. subterrânea entre Av. Paulista,3151-0639,Consolação,,3,1
81,-46695620,-23522001,355030848000036,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,Espaço Cultural  Tendal da Lapa,,Rua Guaicurus 1.100,3862-1837,Lapa,05033-00,3,1
82,-46644849,-23650866,355030838000025,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,Centro Cultural Jabaquara(Jacob Salvador Zveibil,,Rua Arsênio Tavolieri 45,5011-2421,Jabaquara,04321-03,3,1
83,-46608462,-23615052,355030868000197,3550308005085,27,CURSINO,13,IPIRANGA,Sul,Sul 1,CC Chico Science (Antiga CC do Ipiranga),,Av. Tancredo Neves 1.265,6969-7066,Moinho Velho,04287-00,3,1
84,-46639678,-23569642,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo,,R. Vergueiro 1.000,3277-3611  R. 26,Paraíso,,3,1
85,-46658273,-23558237,355030826000108,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Espaço Cultural Mário Pedrosa,,Rua Frei Caneca 1402,3253-2331 r. 203,Cerqueira Cesar,01307-00,3,1
86,-46658252,-23558237,355030826000108,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Sala Cláudio Abramo,,Rua Frei Caneca 1402 - 90 andar,3253-2331 r.297,Cerqueira Cesar,01307-00,3,1
87,-46582127,-23532788,355030880000128,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,CC do Tatuapé,,Rua Guabiju 49,296-4330,Tatuapé,03077-10,3,1
88,-46548363,-23525328,355030859000118,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,CC da Penha,,Largo do Rosário 20 - 30,296-6172,Penha,03634-02,3,1
89,-46453176,-23539167,355030837000019,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,CC Salvador Ligabue (Antiga CC da Freguesia do Ó,,Largo da Matriz 215,3931-8266,Freguesia do Ó,02925-04,3,1
90,-46443211,-23552861,355030847000096,3550308005263,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,CC Raul Seixas,,Rua Murmúrios da Tarde 211 Parque Ra,6521-6411,Itaquera,08253-58,3,1
91,-46435525,-23494732,355030874000095,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,CC São Miguel Paulista,,Av. Marechal Tito 916,6137-5009/297-9177,São Miguel Paulis,08010-09,3,1
92,-46428812,-23506263,355030884000142,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,CC Chico Mendes,,Rua Cembira 1202,6135-3022,Vila Curuçá,08032-01,3,1
93,-46395151,-23498557,355030836000105,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CC do Itaim Paulista,,Rua Barão de Alagoas340,6963-2742,Itaim Paulista,08120-00,3,1
94,-46715444,-23563749,355030812000025,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Paço das Artes,,Av. da Universidade 1,,Cidade Universitá,,3,2
95,-46644460,-23570690,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Casa das Rosas - Galeria,,Av. Paulista 37,288-9447/251-5271,Vila Mariana,,3,2
96,-46650829,-23545666,355030826000081,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Instituto Universitário Maria Antônia,,Rua Maria Antônia 294 - 20 andar,3255-5538,Vila Buarque,,3,2
97,-46660035,-23529116,355030869000094,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,Memorial da América Latina,,Rua Mário de Andrade 664,3823-9611,Barra Funda,,3,2
98,-46659539,-23530084,355030869000094,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,Casa Mário de Andrade,,Rua Lopes Chaves 546,3666-5803,Barra Funda,,3,2
99,-46640237,-23533602,355030869000101,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Estação Júlio Prestes,,Rua Mauá 51,,Bom Retiro,,3,2
100,-46637343,-23528740,355030809000001,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Universidade Livre de Música Tom Jobim,,Rua Três Rios 363,221-3929,Bom Retiro,,3,2
