ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ESPACO,ENDERECO,TELEFONE,BAIRRO,CEP,CT_TIPO,CT_DEPADM,INAUGURAÇAO,ASSENTOS
115,-46638680,-23542815,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Galeria Olido,Espaço Piolim,"Av. São João, 473 - Mezanino",3334-0001,Centro,,3,1,,
116,-46670054,-23475764,355030813000078,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,Centro Cultural da Juventude,,"Av. Deputado Emílio Carlos, 3641",3984-2466,Vila Nova Cachoeirinha,,3,1,,
117,-46452210,-23537941,355030837000019,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,Alfredo Volpi,,"Rua Vitório Santim, 206",,Itaquera,,3,2,,
118,-46644517,-23570729,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Casa das Rosas - Galeria,,"Av. Paulista, 37",3288-9447,Vila Mariana,,3,2,,
119,-46659498,-23529945,355030869000094,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,Casa Mário de Andrade,,"Rua Lopes Chaves, 546",3666-5803,Barra Funda,,3,2,,
120,-46634177,-23547548,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Nossa Caixa,,"Rua Álvares Penteado, 70, 2 mezanino",3244-6838,Centro,,3,2,,
121,-46639188,-23534281,355030869000100,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Estação Júlio Prestes,,"Rua Mauá, 51",,Bom Retiro,,3,2,,
122,-46650829,-23545666,355030826000081,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Instituto Universitário Maria Antônia,,"Rua Maria Antônia, 294 - 2 andar",3255-5538,Vila Buarque,,3,2,,
123,-46626181,-23532500,355030809000023,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Liceu de Artes e Ofícios,,"Rua da Cantareira, 1.351",3229-0648,Bom Retiro,,3,2,,
124,-46667392,-23525450,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Memorial da América Latina,,"Av. Auro Soares de Moura Andrade, 664",3823-9611,Barra Funda,,3,2,,
125,-46655157,-23586442,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,OCA - Pavilhão Lucas Nogueira Garcez,,"Rua Pedro Álvares Cabral, s/n - Portão 2 e 3, Pavilhão Lucas Nogueira",5549-0449,Parque Ibirapuera,,3,2,,
126,-46603599,-23543378,355030808000039,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,"Oficina Cultural do Brás ""AMÂNCIO MAZZAROPI""",,"Rua Visconde de Parnaíba, 2.437",6292-7011,Brás,,3,2,,
127,-46715444,-23563749,355030812000025,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Paço das Artes,,"Av. da Universidade, 1",,Cidade Universitária,,3,2,,
128,-46565786,-23556068,355030885000113,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Raul Seixas,,"Rua Inspetor Mário Teixeira, 70",,Vila Formosa,,3,2,,
129,-46639065,-23535587,355030866000114,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Universidade Livre de Música Tom Jobim,,"Rua Gal. Osório, 147",3221-3929,Bom Retiro,,3,2,,
130,-46636035,-23543752,355030866000020,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Centro Cultural Sérgio Mota,,Edifício Central dos Correios - Pça. do Correio Anhangabaú,,Centro,,3,3,,
131,-46645629,-23570560,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Associação Palas Athena,,"Rua Leôncio de Carvalho, 99",3289-5426,Vila Mariana,,3,4,,
132,-46649799,-23545804,355030826000058,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Centro Cultural  SESC Vila Nova,,Rua Dr. Vila Nova s/n,,Consolação,,3,4,,
133,-46717340,-23635194,355030871000067,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Centro Cultural Alumni,,"Rua Brasiliense, 65",5644-9700,Chácara Santo Antônio,,3,4,,
134,-46697903,-23563646,355030862000075,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Centro Cultural Brasileiro Britânico,,"Rua Ferreira de Araújo, 741",3039-0553,Pinheiros,,3,4,,
135,-46641295,-23548514,355030866000022,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Centro Cultural Copobianco,,"Rua Álvaro de Carvalho, 97",3237-1187,Centro,,3,4,,
136,-46634344,-23547060,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Centro Cultural do Banco do Brasil,,"Rua Álvares Penteado, 112",3113-3651,Centro,,3,4,,
137,-46654321,-23562873,355030845000098,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Centro Cultural FIESP,,"Av. Paulista, 1.313",3146-7405,Jardim Paulista,,3,4,,
138,-46736692,-23646750,355030846000288,3550308005228,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,Centro Cultural Monte Azul,,"Rua Tomás de Souza, 552",5851-5370,Jardim Monte Azul,,3,4,,
139,-46645422,-23569481,355030807000055,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Centro Cultural Santa  Catarina,,"Av. Paulista , 200",3016-4100,Bela Vista,,3,4,,
140,-46677167,-23551853,355030845000168,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Centro da Cultura Judaica,,"Rua Oscar Freire,  2.500",3065-4333,Pinheiros,,3,4,,
141,-46633209,-23548693,355030878000004,3550308005001,80,SE,9,SE,Centro,Centro,Conjunto Cultural da Caixa,,"Pça. da Sé, 111 - 3 andar",3107-0498,Centro,,3,4,,
142,-46690684,-23553193,355030862000049,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Espaço Cultural Bambu Brasil,,"Rua Purpurina,  272",3031-2331,Sumarezinho,,3,4,,
143,-46696814,-23617980,355030835000119,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Espaço Cultural Bank Boston,,"Rua Dr. Chucri Zaidan, 246",3081-1911,Vila Cordeiro,,3,4,,
144,-46634137,-23545153,355030878000007,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Cultural BM&F,,"Pça. Antônio Prado, 48",3119-2404,Centro,,3,4,,
145,-46652697,-23564241,355030845000098,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Espaço Cultural Citigroup,,"Av. Paulista, 1111, térreo",3037-3212,Bela Vista,,3,4,,
146,-46631547,-23549439,355030878000004,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Cultural Classes Laboriosas,,"Rua Roberto Simonsen,  22",3242-3800,Sé,,3,4,,
147,-46634137,-23545153,355030878000007,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Cultural da Bolsa de Mercadorias & Futuros,,"Praça Antônio Prado, 48",3119-2000,Centro,,3,4,,
148,-46656262,-23560562,355030807000098,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Espaço Cultural do Banco Central,,"Av. Paulista, 1.804 ",3491-6630/6404,Bela Vista,,3,4,,
149,-46646264,-23567849,355030807000055,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Espaço Cultural dos Bancários Lélia Abramo,,"Rua Carlos Sampaio, 305",3051-4261,Bela Vista,,3,4,,
150,-46644514,-23570724,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Espaço Cultural Fundação Japão,,"Av. Paulista, 37-10 andar",3141-0110,Bela Vista,,3,4,,
151,-46684751,-23566381,355030862000038,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Espaço Cultural Letras & Forma,,"Rua Cap. Antônio Rosa, 454",3061-2749,Jardim Paulistano,,3,4,,
152,-46663273,-23576662,355030845000045,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Espaço Cultural Life,,"Av. Brasil, 298",3884-9084,Jardim América,,3,4,,
153,-46638607,-23568791,355030849000104,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Espaço Cultural Santo Agostinho (Colégio),,"Rua Apeninos, 118",3209-4858,Liberdade,,3,4,,
154,-46653496,-23587460,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Fundação Bienal de São Paulo,,"Av. Pedro Álvares Cabral, s/n, portão 3",5574-5922,Parque Ibirapuera,,3,4,,
155,-46666739,-23571668,355030845000025,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Instituto Camões,,Rua Canadá. 324,3084-1859,Jardim América,,3,4,,
156,-46696903,-23571539,355030862000104,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Instituto Cine Cultural,,"Av. Rebouças, 3.507",3819-1666,Jardim Paulistano,,3,4,,
157,-46688541,-23559520,355030862000002,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Instituto Cultural Tchekov,,"Rua Fradique Coutinho, 825",3812-3030,Vila Madalena,,3,4,,
158,-46682589,-23554308,355030862000055,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Instituto Goethe,,"Rua Lisboa, 974",3063-1424,Pinheiros,,3,4,,
159,-46658601,-23544301,355030826000114,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Instituto Moreira Salles,,"Rua Piauí, 844 -1 andar",3825-2560,Higienópolis,,3,4,,
160,-46694273,-23560684,355030862000021,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Instituto Tomie Ohtake,,"Av. Faria Lima, 201",2245-1900,Pinheiros,,3,4,,
161,-46645510,-23569907,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Itaú Cultural,,"Avenida Paulista, 149",2168-1776,Cerqueira César,,3,4,,
162,-46694890,-23569406,355030862000070,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,KVA - Centro Cultural Elenko,,"Rua Cardeal  Arcoverde, 2.958",3816-8000,Pinheiros,,3,4,,
163,-46683147,-23524961,355030860000138,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,SESC Fábrica Pompéia,,Rua Clélia s/n,,Perdizes,,3,4,,
164,-46696101,-23561471,355030862000152,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Espaço Annablume,,"Rua Pe. Cavalho, 275",3812-6764,Pinheiros,,3,4,,
165,-46654305,-23562274,355030807000097,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Banco Real,,"Av. Paulista, 1374",3174-9800,Bela Vista,,3,4,,
166,-46644822,-23542547,355030866000060,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Sala Pretérito Perfeito,,"Largo do Arouche, 99",3223-2821,Centro,,3,4,,
167,-46633875,-23545883,355030878000007,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Bovespa,,"Rua 15 de Novembro, 272",0800-771-0194,Centro,,3,4,,
168,-46633209,-23548693,355030878000004,3550308005001,80,SE,9,SE,Centro,Centro,Caixa Cultural,,"Pça. da Sé, 111 ",3321-4400,Centro,,3,4,,
169,-46641869,-23547093,355030866000003,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Biblioteca Mário de Andrade,,"Rua da Consolação, 94",3256-5777,Cerqueira César,,4,1,,
170,-46639659,-23569642,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo,Sala Tarsila do Amaral,"Rua Vergueiro, 1.000",3277-3611,Paraíso,,4,1,,
171,-46639659,-23569642,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo - piso Caio Graco,,"Rua Vergueiro, 1.000",3277-3611,Liberdade,,4,1,,
172,-46638680,-23542815,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Galeria Olido,Sala Mario Pedrosa - Galeria de Arte,"Av. São João, 473 - Sobreloja",3334-0001,Centro,,4,1,,
173,-46626019,-23515174,355030870000058,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Arquivo do Estado,,"Rua Voluntários da Pátria, 596",6221-4785,Santana,,4,2,,
174,-46617462,-23543620,355030810000004,3550308005005,10,BRAS,25,MOOCA,Leste,Leste 1,Estação Brás - CPTN e METRô - mezanino,,"Rua Domingos Paiva, s/n",3272-0941,Brás,,4,2,,
175,-46633200,-23549518,355030878000004,3550308005001,80,SE,9,SE,Centro,Centro,Estação Sé do Metrô,,Praça da Sé s/n,,Centro,,4,2,,
176,-46639187,-23534278,355030869000100,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Galeria de Exposições do Complexo Júlio Prestes,,"Rua Mauá, 51",3031-2126,Luz,,4,2,,
177,-46667392,-23525450,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Memorial da América Latina,Galeria Marta Traba,"Av. Auro Soares de Moura Andrade, 664",3823-4600,Barra Funda,,4,2,,
178,-46653496,-23587460,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Fundação Bienal de São Paulo,,"Av. Pedro Álvares Cabral, s/n, portão 3",,Parque Ibirapuera,,4,4,,
179,-46687196,-23553916,355030862000052,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,A Estufa,,"Rua Wisard, 53",3814-2300,Vila Madalena,,4,4,,
180,-46661194,-23564932,355030845000018,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Adriana Penteado Arte Contemporânea,,"Rua Peixoto Gomide, 1.503",3081-1012,Jardim Paulista,,4,4,,
181,-46660537,-23564816,355030845000017,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Ana Cláudia Roso Escritório de Arte,,"Rua José Maria Lisboa, 1.008 - Sobreloja",3063-3707,Jardim Paulista,,4,4,,
182,-46661984,-23559978,355030845000057,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Aogosto Augusta,,"Rua Augusta, 2.161",3082-1830,Jardim Paulista,,4,4,,
183,-46684100,-23561712,355030862000034,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Ateliê-Laboratório,,"Rua Virgílio de Carvalho Pinto, 426",9177-52750,Pinheiros,,4,4,,
184,-46641954,-23543971,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Atelier Centro de São Paulo,,"Rua Sete de Abril, 235 conj. 502",3079-2055,Centro,,4,4,,
185,-46688841,-23558747,355030862000008,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Atelier Piratininga,,"Rua Fradique Coutinho, 934",3816-6891,Vila Madalena,,4,4,,
186,-46678309,-23588832,355030835000060,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Barô Cruz,,"Rua Clodomiro Amazonas, 526/8",3167-0830,Pinheiros,,4,4,,
187,-46674779,-23562827,355030845000076,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Barô Senna,,"Rua Gabriel Monteiro da Silva, 296",3061-9224,Jardim Europa,,4,4,,
188,-46681037,-23562704,355030862000062,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Base 7 Projetos Culturais,,"Rua Cônego Eugênio Lima, 639",3088-4530,Pinheiros,,4,4,,
189,-46665731,-23531160,355030806000014,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Caribé Galeria de Arte,,"Rua Monte Alegre, 47",3862-6362,Perdizes,,4,4,,
190,-46663120,-23548807,355030826000007,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Casa,,"Rua Itápolis, 1468",3821-6900,Pacaembu,,4,4,,
191,-46669234,-23570523,355030845000025,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Casa Amarela,,"Rua Bolívia, 370",3064-6393,Jardim América,,4,4,,
192,-46675210,-23617668,355030815000135,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,Casa da Fotografia Fuji,,"Rua Vereador José Diniz, 3.400",5091-4077,Santo Amaro,,4,4,,
193,-46694009,-23551454,355030862000048,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Casa da Xiclet,,"Rua Fradique Coutinho, 1855",7314-4550,Pinheiros,,4,4,,
194,-46685575,-23583653,355030835000101,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Casa do Saber,,"Rua Dr. Mário Ferraz, 414",3707-8900,Jardim Paulistano,,4,4,,
195,-46681319,-23599342,355030835000001,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Casa Galeria,,"Av. Dr. Cardoso de Melo, 758",3841-9620,Vila Olímpia,,4,4,,
196,-46680865,-23583111,355030835000078,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Casa Triângulo,,"Rua Paes de Araujo, 77",3167-5621,Itaim Bibi,,4,4,,
197,-46701516,-23629296,355030871000072,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Câmara Americana de Comércio de São Paulo,,"Rua da Paz, 1431",,Chácara Santo Antônio,,4,4,,
198,-46659768,-23558033,355030845000095,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Centro Cultural da Caixa - Conjunto Nacional,,"Av. Paulista, 2.083",3171-1725,Jardim Paulista,,4,4,,
199,-46654321,-23562873,355030845000098,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Centro Cultural FIESP - Galeria de Arte do Sesi,,"Av. Paulista, 1.313",3146-7405,Bela Vista,,4,4,,
200,-46651896,-23557339,355030807000080,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Centro Fecomércio de Eventos,,"Rua Dr. Plínio Barreto, 285",3151-6444,Bela Vista,,4,4,,
201,-46650829,-23545666,355030826000081,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Centro Universitário Maria Antônia,,"Rua Maria Antônia, 294",3255-7182,Vila Buarque,,4,4,,
202,-46677934,-23567259,355030845000047,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Clássica e Moderna,,"Al. Gabriel Monteiro da Silva, 813",3081-0459,Jardim Paulista,,4,4,,
203,-46669322,-23565474,355030845000011,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Dan Galeria,,"Rua Estados Unidos, 1.638",3083-4600,Jardim América,,4,4,,
204,-46688599,-23591781,355030835000035,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Daslu - Núcleo Vivo da Arte,,"Av. Chedid Jafet, 131",3841-4000,Vila Olímpia,,4,4,,
205,-46651961,-23551490,355030826000066,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Escritório de Arte Augusta 664,,"Rua Augusta, 664",3346-4504,Consolação,,4,4,,
206,-46651235,-23532463,355030869000005,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Espaço 465,,"Rua Vitorino Carmilo, 465",3667-6026,Barra Funda,,4,4,,
207,-46674065,-23561969,355030845000083,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Espaço Cultural 689,,"Alameda Gabriel Monteiro da Silva, 689",3062-3808,Jardim América,,4,4,,
208,-46696710,-23622298,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Espaço Burle Marx - Saraiva Magastore,,"Av. Roque Petroni Jr., 1080 - Térreo",5181-7674,Jardim das Acácias,,4,4,,
209,-46634137,-23545153,355030878000007,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Cultural da Bolsa,,"Praça Antônio Prado, 48",3119-2404,Centro,,4,4,,
210,-46559407,-23535837,355030880000030,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Espaço de Artes Unicid,,"Rua Cesário Galeno, 475",6190-1310,Tatuapé,,4,4,,
211,-46712360,-23607239,355030854000065,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,Espaço E. Piva - Galeria Cooperartista,,"Av. Morumbi, 5062",3742-0622,Morumbi,,4,4,,
212,-46667295,-23563755,355030845000011,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Espaço Maria Bonita,,"Rua Oscar Freire, 702",3062-6049,Jardim Paulista,,4,4,,
213,-46675860,-23579250,355030835000131,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Espaço Paulo Mitchell,,"Rua da Mata, 70",3079-0333,Itaim Bibi,,4,4,,
214,-46645206,-23529872,355030869000098,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Espaço Porto Seguro de Fotografia,,"Rua Barão de Piracicaba, 740",,Campos Elíseos,,4,4,,
215,-46684100,-23561712,355030862000034,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Espaço Virgílio,,"Rua Dr. Vigílio de Cavalho Pinto, 426",3062-9446,Pinheiros,,4,4,,
216,-46664241,-23560129,355030845000033,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Estação SP Design,,"Rua Haddock Lobo, 1012",3898-2335,Cerqueira César,,4,4,,
217,-46698618,-23552963,355030802000036,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,Estúdio  Quinn,,"Rua Ourânia, 231",3814-6720,Vila Madalena,,4,4,,
218,-46676856,-23590343,355030835000040,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Estúdio Buck,,"Rua Lopes do Amaral, 123",3044-4575,Vila Olímpia,,4,4,,
219,-46639667,-23589060,355030890000229,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Faculdade  Belas Artes de São Paulo,,"Rua Álvaro Alvim, 76",5576-7300,Vila Mariana,,4,4,,
220,-46691725,-23562323,355030862000019,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Fnac Pinheiros,,"Av. Pedroso de Morais, 858",3097-0022,Pinheiros,,4,4,,
221,-46676846,-23596909,355030835000004,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Fundação Stickel - Espaço Alternativo,,"Rua Ribeirão Claro, 37",3849-8906,Vila Olímpia,,4,4,,
222,-46676194,-23559233,355030845000082,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Gabinete de Arte Raquel Arnaud,,"Rua Artur de Azevedo, 401",3083-6322,Cerqueira César,,4,4,,
223,-46677886,-23560293,355030845000079,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Galeria  Val de Almeida Jr.,,"Rua Artur de Azevedo, 613",5096-1175,Pinheiros,,4,4,,
224,-46670866,-23607864,355030832000130,3550308005099,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Galeria Área Artis,,"Rua Normandia, 92",5042-2109,Indianópolis,,4,4,,
225,-46650058,-23541141,355030869000103,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,"Galeria 10,20 x 3,60",,"Rua Jaguaribe, 262",3362-0468,Santa Cecília,,4,4,,
226,-46661047,-23565928,355030845000018,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Galeria Arte 57,,"Rua Tatuí, 104",3081-9800,Jardim Paulista,,4,4,,
227,-46686464,-23560651,355030862000013,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Galeria Arte Infinita,,"Rua Mateus Grou, 629",3032-8485,Pinheiros,,4,4,,
228,-46666058,-23564860,355030845000002,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Galeria Arvani Arte,,"Rua Oscar Freire, 540",3088-2843,Cerqueira César,,4,4,,
229,-46681519,-23598208,355030835000001,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Galeria Brito Cimino,,"Rua Gomes de Carvalho., 842",3842-0634,Vila Olímpia,,4,4,,
230,-46680346,-23556089,355030845000142,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Galeria Choque Cultural,,"Rua João Moura, 997",3061-4051,Pinheiros,,4,4,,
231,-46693750,-23578164,355030862000163,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Galeria de Arte A Hebraica,,"Rua Hungria, 1.000",3818-8888,Jardim Paulista,,4,4,,
232,-46647282,-23559031,355030807000011,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Galeria Deco,,"Rua dos Franceses, 153",3289-7067,Bela Vista,,4,4,,
233,-46686603,-23556625,355030862000027,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Galeria Eduardo H. Fernandes,,"Rua Harmonia, 145",3812-3894,Sumarezinho,,4,4,,
234,-46689400,-23558079,355030862000008,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Galeria Favo,,Rua Fradique Coutinho. 1004,3812-6571,Pinheiros,,4,4,,
235,-46691863,-23554445,355030862000025,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Galeria Fortes Vilaça,,"Rua Fradique Coutinho, 1.500",3032-7066,Pinheiros,,4,4,,
236,-46672132,-23540175,355030860000051,3550308005026,61,PERDIZES,8,LAPA,Oeste,Oeste,Galeria Judith Daprá,,"Rua Monte Alegre, 1286",3675-8687,Perdizes,,4,4,,
237,-46703333,-23570883,355030812000130,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Galeria Leme,,"Rua Agostinho Cantu, 88",3814-8184,Butantã,,4,4,,
238,-46668168,-23584095,355030832000067,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Galeria Mali Villas-Boas,,"Rua Bento de Andrade, 559",3885-2803,Jardim Paulista,,4,4,,
239,-46693488,-23619782,355030835000186,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Galeria Múltipla de Arte,,"Av. Morumbi, 7986",5041-0157,Brooklin,,4,4,,
240,-46664620,-23558964,355030845000033,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Galeria Mônica Filgueiras,,"Rua Bela Cintra, 1533",3082-5292,Cerqueira César,,4,4,,
241,-46668409,-23563048,355030845000029,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Galeria Melissa,,"Rua Oscar Freire, 827",3083-3612,Cerqueira César,,4,4,,
